			F0	F0	F1	F1	GEN
W97	0.40816326530612246	2	29.796682932479126	9.941088607074795	52.00454329643007	9.015046783119429	1.7657409913986528
W98	0.40816326530612246	2	30.071349073971323	10.05373583629272	52.500565674080214	9.10667141374619	1.7890105301130401
W99	0.40816326530612246	2	30.34598338481253	10.166216455539473	52.996608083470484	9.19820316897474	1.8125564109207286
W0	0.6122448979591837	3	2.7754130709854445	0.6613843653456088	4.483408499171185	0.6619658556955861	0.33605876283475183
W1	0.6122448979591837	3	3.028142481887356	0.7152796992473649	4.974036821911617	0.7163896040061052	0.34226215932148857
W2	0.6122448979591837	3	3.281088662681863	0.7723164656091542	5.466354381474585	0.7736990701104782	0.3487681422470641
W3	0.6122448979591837	3	3.5342395699991704	0.8324591241851466	5.960002734488703	0.8337619657981415	0.35556569383438247
W4	0.6122448979591837	3	3.7875816944024123	0.8956673820493716	6.454828877482349	0.8964444090380621	0.36264768667652275
W5	0.6122448979591837	3	4.041164250187167	0.9618939209602064	6.9507049418976194	0.961607083115898	0.37001011879953777
W6	0.6122448979591837	3	4.295002326919914	1.0310795428092363	7.447574880161591	1.0291042457026467	0.377651323866467
W7	0.6122448979591837	3	4.549107888317632	1.1031548876677872	7.9454081554441265	1.0987877482327892	0.38557109038342313
W8	0.6122448979591837	3	4.803426662802241	1.1780367950923143	8.444219556081151	1.1705013706221554	0.3937715678223469
W9	0.6122448979591837	3	5.058135522370943	1.2556387491415637	8.943778513238353	1.2440878842529435	0.4022553021063095
W10	0.6122448979591837	3	5.3129763506331855	1.3358575250768558	9.44429534358277	1.3193934942267143	0.41102704441136106
W11	0.6122448979591837	3	5.568041131814529	1.418586405849685	9.94560982082025	1.3962609789810836	0.4200910913024273
W12	0.6122448979591837	3	5.82332008136143	1.5037130416674416	10.447662468550051	1.4745397634879407	0.42945286608661515
W13	0.6122448979591837	3	6.078797054007587	1.5911177690918064	10.95040112064569	1.55408127115582	0.4391181294386493
W14	0.6122448979591837	3	6.33445288385852	1.6806775625623087	11.453768774227491	1.6347443230037924	0.4490929562609041
W15	0.6122448979591837	3	6.590269465136117	1.7722685418719157	11.957716221169173	1.716398736828532	0.4593835870641781
W16	0.6122448979591837	3	6.84621253618309	1.8657623769764393	12.462200740784754	1.798916756894994	0.46999661857604014
W17	0.6122448979591837	3	7.102263259805574	1.961034050392205	12.96717800555573	1.8821852650435624	0.48093856082009384
W18	0.6122448979591837	3	7.358390678756669	2.0579554449537314	13.472611790407397	1.9660924872375447	0.4922160358629203
W19	0.6122448979591837	3	7.614607703653943	2.1564102909398977	13.978438397131912	2.0505557863178363	0.5038354927466483
W20	0.6122448979591837	3	7.870878307496736	2.256271079343396	14.484636727598511	2.135473754619605	0.5158035692896733
W21	0.6122448979591837	3	8.127153422096022	2.3574224704627684	14.991186693347686	2.2207644806255775	0.5281269078444164
W22	0.6122448979591837	3	8.383444663117027	2.4597535272376487	15.498046661467981	2.306363680987467	0.5408116911721839
W23	0.6122448979591837	3	8.63975982173484	2.5631581253772757	16.00516803167226	2.3922106085604438	0.5538640083245264
W24	0.6122448979591837	3	8.89605875540409	2.6675336191515036	16.512555318045045	2.4782503231398096	0.5672901301283438
W25	0.6122448979591837	3	9.152317936593402	2.7727862531907728	17.02019989464436	2.5644365955342074	0.5810963259462099
W26	0.6122448979591837	3	9.40857994491897	2.8788197943047362	17.52802625579096	2.650725732449748	0.595287613517548
W27	0.6122448979591837	3	9.66480517712803	2.985554856384963	18.03606158777451	2.7370917623652935	0.6098699219647079
W28	0.6122448979591837	3	9.920997132776355	3.0929127925080087	18.544276402422636	2.82349809568731	0.6248488205755248
W29	0.6122448979591837	3	10.177125081220245	3.200821524000641	19.052674212793203	2.909920232005471	0.6402293397652341
W30	0.6122448979591837	3	10.433225239163672	3.30921352751908	19.561223025377135	2.996338370950993	0.6560163605591216
W31	0.6122448979591837	3	10.689259650496343	3.418029993535933	20.069938923186747	3.0827370116494754	0.6722147525158797
W32	0.6122448979591837	3	10.945276506537787	3.5272053621361596	20.57876716321573	3.16910310225702	0.688828867181851
W33	0.6122448979591837	3	11.2012399684345	3.6366980616734965	21.087731238403066	3.2554254098290887	0.7058630798208976
W34	0.6122448979591837	3	11.457150294118787	3.7464776754145257	21.596836596084472	3.341714133616971	0.7233208314119278
W35	0.6122448979591837	3	11.71297058369743	3.8564628098261275	22.106099877397522	3.427930922937523	0.7412064269521697
W36	0.6122448979591837	3	11.968783830675791	3.9666474262390525	22.61544188292476	3.5140891845617093	0.7595235765362968
W37	0.6122448979591837	3	12.22453882950616	4.076993398018193	23.124914674975653	3.6001918101737895	0.7782751260478437
W38	0.6122448979591837	3	12.480251669106819	4.187477742891061	23.634502217525192	3.686226012064486	0.7974642987304427
W39	0.6122448979591837	3	12.735927280725518	4.298068214162966	24.144189618991046	3.7721999555286265	0.8170939942113075
W40	0.6122448979591837	3	12.991561799080682	4.408746101742481	24.653987926275875	3.8581127743100856	0.8371665436229165
W41	0.6122448979591837	3	13.247164411527695	4.519495552783336	25.16388605959585	3.943965401673657	0.8576844360198638
W42	0.6122448979591837	3	13.502759700251122	4.630296867462787	25.673863855450826	4.029760701780598	0.8786489519858905
W43	0.6122448979591837	3	13.75825936712028	4.7411361463586355	26.18400888323602	4.1155013589006275	0.9000621492358643
W44	0.6122448979591837	3	14.013761191357307	4.852005702452116	26.694224838272223	4.201191273476866	0.9219253111740159
W45	0.6122448979591837	3	14.269231571245044	4.962897221613479	27.204546522383588	4.286834297888169	0.9442397807575988
W46	0.6122448979591837	3	14.524673778979949	5.073803173217402	27.714973976025227	4.372429353575549	0.967005778396801
W47	0.6122448979591837	3	14.7800942268661	5.184716055859508	28.22550074154937	4.457987869557782	0.9902244721102974
W48	0.6122448979591837	3	15.035510257246633	5.295635991269276	28.736112083156033	4.543511859730489	1.0138960392542415
W49	0.6122448979591837	3	15.290895124928896	5.4065514291562655	29.246836377377413	4.628999945233138	1.0380196070761432
W50	0.6122448979591837	3	15.546231572197568	5.517460045215332	29.757692734218264	4.714460674686421	1.0625950780171
W51	0.6122448979591837	3	15.80158048504047	5.628349172647387	30.268615061327772	4.799883931242397	1.0876229063846068
W52	0.6122448979591837	3	16.057022056070664	5.7392769858290755	30.779539314816496	4.8853057801958135	1.1131004202713195
W53	0.6122448979591837	3	16.312326977887654	5.850171320672001	31.290686396849452	4.970699137983158	1.1390272615872412
W54	0.6122448979591837	3	16.56760722501802	5.96113796813715	31.80196194409747	5.056112865555941	1.165402219443276
W55	0.6122448979591837	3	16.822888081018114	6.072032231882142	32.31331347623232	5.141481301843053	1.1922212398210799
W56	0.6122448979591837	3	17.078118402153937	6.1828986769832746	32.82480256903691	5.22683046751129	1.2194836152464847
W57	0.6122448979591837	3	17.333369735282314	6.293878286918791	33.33638272012966	5.312225717004936	1.2471884938407811
W58	0.6122448979591837	3	17.588608852938105	6.404740667477464	33.848053298456854	5.397573023453774	1.2753271781021835
W59	0.6122448979591837	3	17.843846194686062	6.515715333621525	34.35983102918862	5.482956962935043	1.3039045854320144
W60	0.6122448979591837	3	18.09906298593872	6.626607963901925	34.87171375999279	5.5683125204042065	1.332909724574438
W61	0.6122448979591837	3	18.35429105389948	6.737580844833002	35.383690239480565	5.653698851659798	1.3623444104858342
W62	0.6122448979591837	3	18.6094961616472	6.848567533600953	35.895785722929254	5.739095746771734	1.3922026615784733
W63	0.6122448979591837	3	18.864691611314353	6.959561427939302	36.40798599343958	5.824499214223368	1.4224786274578307
W64	0.6122448979591837	3	19.119885157991337	7.070576139400375	36.92028408455515	5.909922332886317	1.453169783824535
W65	0.6122448979591837	3	19.37505957248643	7.181626407806814	37.43269863215281	5.995358975754964	1.4842706509277943
W66	0.6122448979591837	3	19.630281050355805	7.292749182340117	37.94516669416816	6.080826755975364	1.515779211731752
W67	0.6122448979591837	3	19.885445628618367	7.4038039995395515	38.45777743449656	6.166282912822214	1.5476810215029049
W68	0.6122448979591837	3	20.140619174747567	7.514958237445454	38.9704825970552	6.251780983280149	1.5799775385765116
W69	0.6122448979591837	3	20.39576462809278	7.626139165619179	39.4833066505291	6.337296111651895	1.612663615907915
W70	0.6122448979591837	3	20.650932678742667	7.737353157966449	39.99620401564847	6.422838541646995	1.6457296357241504
W71	0.6122448979591837	3	20.90609142571194	7.848591130581431	40.5092016792933	6.5084080996328	1.679169768609176
W72	0.6122448979591837	3	21.16125089099272	7.959888841607851	41.02229583338641	6.594001273621411	1.7129784767730292
W73	0.6122448979591837	3	21.416409544637755	8.0712140710478	41.53547830018798	6.679617876670648	1.7471504563833355
W74	0.6122448979591837	3	21.671566056321545	8.182593150703054	42.04875328937332	6.76526474146467	1.7816756402368121
W75	0.6122448979591837	3	21.926718959307955	8.294049712308942	42.56212249894131	6.850950557955553	1.8165536785968186
W76	0.6122448979591837	3	22.181871393674367	8.405486737830167	43.075573846152416	6.936642078626932	1.8517604299738686
W77	0.6122448979591837	3	22.437019792139647	8.517006043401384	43.589117277787146	7.022374788312966	1.8873053825496917
W78	0.6122448979591837	3	22.692169069718474	8.628566937464708	44.10274686706614	7.108134949722405	1.9231747392697063
W79	0.6122448979591837	3	22.9473427615281	8.740179775187144	44.616431348909856	7.193924784903281	1.9593615969339324
W80	0.6122448979591837	3	23.202490376921684	8.851851822795991	45.13022729492848	7.279745602968012	1.995858567845231
W81	0.6122448979591837	3	23.457636019950964	8.963555955327523	45.64410065826765	7.365593855467374	2.032653841333249
W82	0.6122448979591837	3	23.712775914389507	9.075308006324978	46.158059126619754	7.451472708516393	2.069743078065657
W83	0.6122448979591837	3	23.96791077448979	9.187106914090664	46.67209496912163	7.537384810364367	2.107116955451963
W84	0.6122448979591837	3	24.223048995142303	9.298965181441941	47.18620830123039	7.623325164840786	2.144774451222856
W85	0.6122448979591837	3	24.478184475720653	9.410847759767396	47.70039111236719	7.709288258623981	2.182684236710762
W86	0.6122448979591837	3	24.73330508649623	9.522821326365788	48.214659099349795	7.795293084425628	2.2208832357110384
W87	0.6122448979591837	3	24.988436559411614	9.634808102830466	48.72898518034018	7.881317184898362	2.2593107207410053
W88	0.6122448979591837	3	25.243568702458358	9.746832030546605	49.24337067604689	7.967367722481022	2.297966495716355
W89	0.6122448979591837	3	25.49869569310934	9.858922227580823	49.757827825029764	8.053452352883303	2.336876434146106
W90	0.6122448979591837	3	25.753825900806024	9.97104623188067	50.27234413274986	8.139560663338065	2.3760035010344267
W91	0.6122448979591837	3	26.008945945446968	10.08322179135355	50.786928176431445	8.225698980724726	2.4153488922879416
W92	0.6122448979591837	3	26.264063095605966	10.195421791102635	51.30157646474001	8.311859333396088	2.4549109074953286
W93	0.6122448979591837	3	26.519178123759133	10.307689461745099	51.8162812754241	8.398054033712814	2.494667325821205
W94	0.6122448979591837	3	26.774288854397568	10.419986171832644	52.3310414628863	8.48426998168872	2.5346179790534356
W95	0.6122448979591837	3	27.02940014134791	10.532328516177312	52.84585301740933	8.570512384927744	2.5747534447412885
W96	0.6122448979591837	3	27.284439945066612	10.644707187455879	53.36078580913642	8.656781122233987	2.6150658040218064
W97	0.6122448979591837	3	27.53959807106725	10.757122141511788	53.87564556457566	8.743071062679126	2.655541511481587
W98	0.6122448979591837	3	27.794691727185075	10.86956615531935	54.390614077946616	8.829385382066928	2.696175212850144
W99	0.6122448979591837	3	28.049781542572237	10.982050764007449	54.9056296671616	8.915725049504696	2.736963369176522
W0	0.8163265306122449	4	2.400554043141667	0.5007176400052059	4.553797905865885	0.49735948565282134	0.1691880200747215
W1	0.8163265306122449	4	2.62910976489006	0.5611868505606575	5.06566013847194	0.5556240512212506	0.1750642443692636
W2	0.8163265306122449	4	2.858222257014685	0.6259234911829742	5.579776002226058	0.6171223014573696	0.18127915154567975
W3	0.8163265306122449	4	3.0879027649802726	0.6947864938137815	6.095731993301364	0.6815576494942849	0.18783977989664985
W4	0.8163265306122449	4	3.3181309494442717	0.7675988766988634	6.613232230256323	0.7486207164459491	0.19475694221830736
W5	0.8163265306122449	4	3.5489185661675386	0.8441628142510164	7.131992664584434	0.8180078465226237	0.20204057476376297
W6	0.8163265306122449	4	3.7802316661028	0.9242486647222082	7.6518085351015	0.8894131765659061	0.20970442204456113
W7	0.8163265306122449	4	4.012025760331192	1.0076252473520564	8.172516688111868	0.9625629395366075	0.21775925002009497
W8	0.8163265306122449	4	4.244205157924499	1.0940433065559954	8.694032586737936	1.0371944381537859	0.2262190037270239
W9	0.8163265306122449	4	4.476865219983567	1.1832633836319755	9.216099120556967	1.113076583962958	0.2350961496395486
W10	0.8163265306122449	4	4.7097470672706265	1.2750205151637093	9.738845668810962	1.1899851811593363	0.24440691824864016
W11	0.8163265306122449	4	4.9428895166807525	1.3690851642721422	10.262107308337855	1.2677445467625403	0.25416325789772776
W12	0.8163265306122449	4	5.176253569734633	1.4652250422563915	10.785818906565542	1.3461920940273453	0.2643791622140697
W13	0.8163265306122449	4	5.409804038895521	1.5632346814144769	11.309927627929254	1.4252033688994812	0.2750664868482574
W14	0.8163265306122449	4	5.643508958097782	1.6629088478751042	11.834390465806823	1.504660278853343	0.28623868571874644
W15	0.8163265306122449	4	5.877341309586322	1.7640637491487012	12.359171777748676	1.5844703814893846	0.29790809834648896
W16	0.8163265306122449	4	6.1112695744040915	1.8665321923880789	12.884250848390579	1.664557975109482	0.3100867472421249
W17	0.8163265306122449	4	6.3452735507021805	1.9701541285045165	13.409601327539008	1.744854061551967	0.32278641668988334
W18	0.8163265306122449	4	6.5793349343453436	2.0748126794361057	13.935213433234889	1.8253250823131406	0.3360175014211152
W19	0.8163265306122449	4	6.8134585948120785	2.1803796555928514	14.46105005467655	1.9059268321725966	0.3497906761482921
W20	0.8163265306122449	4	7.047622942307543	2.2867625414991735	14.98710799749569	1.9866339211747477	0.364115200565562
W21	0.8163265306122449	4	7.281803354900639	2.3938454229372264	15.513396300386093	2.0674109431975056	0.37900213634489666
W22	0.8163265306122449	4	7.516006648011757	2.50156153088406	16.03989188977566	2.148248545598525	0.39445894736660075
W23	0.8163265306122449	4	7.750244477073725	2.6098437660119296	16.566570924372133	2.229135068377958	0.41049348817552117
W24	0.8163265306122449	4	7.984491408390373	2.718622440902881	17.093452405347673	2.3100582884849556	0.42711359687090655
W25	0.8163265306122449	4	8.218722820571163	2.8278747477533575	17.620538804263894	2.391020851553284	0.4443250082490983
W26	0.8163265306122449	4	8.453004528904605	2.937508819385787	18.147793698996512	2.472005290745802	0.46213391988056
W27	0.8163265306122449	4	8.687277137686658	3.04753778994464	18.675235770848662	2.5530268538635394	0.48054532496947927
W28	0.8163265306122449	4	8.921555849086397	3.1578952659329125	19.20286771199515	2.6340685105654553	0.49956236659189585
W29	0.8163265306122449	4	9.155829555626823	3.268592858070666	19.730684440416102	2.7151479721235567	0.5191898999680113
W30	0.8163265306122449	4	9.390109211499444	3.3795740465191306	20.258680865978477	2.796251310013261	0.5394286983382989
W31	0.8163265306122449	4	9.624374331423054	3.490842216680577	20.786871461954675	2.8773874271445434	0.560281501153356
W32	0.8163265306122449	4	9.858667879298771	3.602370669290206	21.31521628658057	2.95855811108418	0.5817476022058172
W33	0.8163265306122449	4	10.09296192812028	3.714135549508435	21.843741530882106	3.0397589487233314	0.6038261192969296
W34	0.8163265306122449	4	10.327245906413994	3.8261355130511023	22.372449577226103	3.120997211962316	0.6265158567370243
W35	0.8163265306122449	4	10.561494954097775	3.9383939986541243	22.90136485994684	3.2022832682880416	0.6498191225037385
W36	0.8163265306122449	4	10.795788511095063	4.050835570434547	23.430424116632924	3.28359971036096	0.6737223920763283
W37	0.8163265306122449	4	11.030059792698971	4.16350808434484	23.95966728375225	3.3649636195281367	0.698230042153848
W38	0.8163265306122449	4	11.264325926404421	4.276394446248221	24.489072322888653	3.4463682301954375	0.7233396181146061
W39	0.8163265306122449	4	11.498609242324216	4.3894632063806345	25.018648973292905	3.5278175019791695	0.7490315729901423
W40	0.8163265306122449	4	11.732886652521946	4.5027318031919945	25.548391901921114	3.609312609426824	0.7753084301069151
W41	0.8163265306122449	4	11.967164989373124	4.616178141826929	26.078290361138624	3.690847853963671	0.8021606952368477
W42	0.8163265306122449	4	12.201476814535384	4.729827726646292	26.608333196668823	3.77243880041589	0.8295747185906248
W43	0.8163265306122449	4	12.435729519004758	4.843649827414278	27.138580213608822	3.854072979854189	0.8575490414867711
W44	0.8163265306122449	4	12.670004093356894	4.957650679651646	27.66895404799222	3.935753215817536	0.8860727378356705
W45	0.8163265306122449	4	12.90428559190692	5.071815464387609	28.199483473263502	4.017481736754845	0.915123442673514
W46	0.8163265306122449	4	13.138560229302906	5.186147874201219	28.73016098931884	4.099252623318354	0.9446998942226591
W47	0.8163265306122449	4	13.372828445715816	5.300654127199341	29.260979318487937	4.181072860482028	0.9747950451741042
W48	0.8163265306122449	4	13.607114699417275	5.415312874843427	29.791923346715222	4.262938902129453	1.0053833949046815
W49	0.8163265306122449	4	13.8414133842894	5.530111157207775	30.323016576882896	4.344853177336432	1.0364340139722548
W50	0.8163265306122449	4	14.075658570828868	5.645076420651698	30.854261935628898	4.426809546476386	1.0679813829099805
W51	0.8163265306122449	4	14.309953276076815	5.760174445587717	31.385613545882435	4.508812215974794	1.099957826818096
W52	0.8163265306122449	4	14.544320944973146	5.8754191071353405	31.9170019538129	4.590854758287085	1.1323834410812461
W53	0.8163265306122449	4	14.778588597517258	5.990796419234914	32.44861072677518	4.672940226000098	1.1652324593059393
W54	0.8163265306122449	4	15.01283929566484	6.10630275144956	32.98034803973478	4.755067861121352	1.1984911400657317
W55	0.8163265306122449	4	15.247100469739454	6.221941359352212	33.512185069541324	4.837233242476016	1.2321430736043026
